Name	Set	ImageFile	Type	Clan	Group	Capacity	Discipline	PoolCost	BloodCost	Text	Rarity
Antonio Veradas	BSC	antonioveradasg3,cardbackcrypt	Vampire	Brujah antitribu	3	8	obf CEL POT PRE			Sabbat bishop: Antonio gets +1 stealth when equipping with a weapon. During your discard phase, Antonio may burn 1 blood to unlock.	CE:V, BSC:X
Anu Diptinatpa	HttB	anudiptinatpag6,cardbackcrypt	Vampire	Nagaraja	6	7	aus vic DOM NEC			Independent: During a bleed action, Anu can burn 1 blood to give the acting minion +1 bleed. Scarce.	HttB:U/A2
Anvil	Tenth	anvilg1,cardbackcrypt	Vampire	Brujah	1	6	dom pre tha CEL POT			Camarilla primogen.	Jyhad:V, VTES:V, Tenth:A
Anwar	FN	anwarg2,cardbackcrypt	Vampire	Banu Haqim	2	4	cel obf qui			Independent: Blood cursed.	FN:U2, POD:DTC
Apache Jones	Third	apachejonesg4,cardbackcrypt	Vampire	Malkavian antitribu	4	5	aus for obf DEM			Sabbat.	Third:PM2/SKM1
Apolonia Czarnecki	FB	apoloniaczarneckig5,cardbackcrypt	Vampire	Malkavian	5	7	pre AUS DEM OBF			Camarilla: Apolonia can steal 1 blood from a younger vampire as a (D) action.	Anthology:LARP1, FB:PM1
Appius Claudius Corvus	SoC	appiusclaudiuscorvusg5,cardbackcrypt	Vampire	Lasombra	5	10	cel nec DOM OBT POT			Sabbat: Black Hand. Seraph. +1 stealth.	SoC:V, POD:DTC
Appolonius	Tenth	appoloniusg1,cardbackcrypt	Vampire	Brujah	1	10	for pot CEL PRE			Camarilla primogen: Appolonius gets one optional press each combat. +1 bleed.	Jyhad:V, VTES:V, Tenth:A
Appolonius (ADV)	Anthology	appoloniusg1adv,cardbackcrypt	Vampire	Brujah	1	10	dom CEL FOR POT PRE			Anarch: Appolonius gets +1 bleed for each titled vampire controlled by the target Methuselah. [MERGED] Baron of London: Appolonius can enter combat with a minion as a (D) action.	AU:C/2, Anthology:1
Arcadian, The	HttB	arcadiantheg5,cardbackcrypt	Vampire	Kiasyd	5	8	chi for DOM MYT OBT			Sabbat: The Arcadian can bleed with +1 bleed as a +1 stealth (D) action that costs 1 blood.	HttB:U/B2
Ardan Lane	KMW	ardanlaneg3,cardbackcrypt	Vampire	Tremere	3	8	dom obf pre AUS THA			Camarilla primogen: When stealing blood with a strike that requires Blood Sorcery [tha], Ardan steals an additional blood.	Anarchs:U2, KMW:PB
Aredhel	HttB	aredhelg4,cardbackcrypt	Vampire	Salubri antitribu	4	5	aus FOR VAL			Sabbat. Black Hand.	LoB:U, HttB:PSal
Aren, Priest of Eshu	LoB	arenpriestofeshug4,cardbackcrypt	Vampire	Guruhi	4	7	ani obf POT PRE			Laibon: Aren gets +1 stealth on political actions. Any vampire casting votes or ballots against a referendum called by Aren burns 1 blood when the results are tallied.	LoB:PG2
Ariadne	KoT	ariadneg5,cardbackcrypt	Vampire	Gangrel	5	8	chi ANI FOR PRO			Camarilla: Blood hunts cannot be called on Ariadne. +1 hunt.	KoT:V/A2
Ariane	V5A	arianeg5,cardbackcrypt	Vampire	Brujah	5	3	cel pot pre			Anarch: Ariane gets -1 stealth during undirected actions.	AU:C/2, V5A:PB1
Arianne, The Conqueror	SoC	ariannetheconquerorg5,cardbackcrypt	Vampire	Toreador antitribu	5	7	aus CEL DOM PRE			Sabbat: On any round after the first, Arianne may strike to end combat and inflict 1 damage on the opposing minion after combat ends.	SoC:V
Ariel	HttB	arielg6,cardbackcrypt	Vampire	Salubri antitribu	6	6	AUS FOR VAL			Sabbat.	HttB:U/B2
Arika	CE	arikag2,cardbackcrypt	Vampire	Ventrue	2	11	aus cel DOM FOR OBF PRE			Camarilla Ventrue Inner Circle: If Arika is ready during your prey's unlock phase, your prey chooses which locations he or she keeps in play. For each location he or she controls, your prey burns 1 pool or burns the location. +2 bleed.	DS:V, CE:PV
Arishat	HttB	arishatg6,cardbackcrypt	Vampire	Baali	6	6	DAI OBF PRE			Independent. 1 vote (titled): During the polling step of any referendum, Arishat can burn 1 blood to force any vampire to abstain. Infernal.	HttB:U/A2
Aristotle de Laurent	BH	aristotledelaurentg3,cardbackcrypt	Vampire	Malkavian antitribu	3	9	pot AUS DEM OBF PRE			Sabbat: While Aristotle is ready, every Methuselah has +1 hand size. +1 stealth.	BH:U2/PM
Armin Brenner	Third	arminbrennerg4,cardbackcrypt	Vampire	Brujah antitribu	4	10	ani obf CEL FOR POT PRE			Sabbat Archbishop of Washington, D.C.: When a referendum Armin calls passes, you gain 1 pool after resolving the referendum.	Third:PB2/SKB1
Arnold Simpson	BSC	arnoldsimpsong3,cardbackcrypt	Vampire	Brujah	3	2	pot			Camarilla.	CE:V, BSC:X
Arnulf Jormungandrsson	LotN	arnulfjormungandrssong5,cardbackcrypt	Vampire	Ministry	5	8	aus cel OBF PRE SER			Camarilla: If Arnulf attempts to block, the acting minion cannot play action modifier cards requiring Dementation [dem], Dominate [dom], Necromancy [nec] or Presence [pre] until the end of the action.	LotN:U, POD:DTC
Arriette Sylla	EK	arriettesyllag4,cardbackcrypt	Vampire	Osebo	4	3	POT			Laibon: If Arriette has no Orun, she gets -1 bleed.	EK:U
Art Morgan	TU	artmorgang5,cardbackcrypt	Vampire	Gangrel	5	8	ANI FOR POT PRO			Camarilla primogen: If Art is ready during your minion phase, you can unlock a werewolf you control.	TU:C/B2
Artemis	BH	artemisg2,cardbackcrypt	Vampire	Malkavian antitribu	2	6	aus cel for DEM OBF			Sabbat.	Sabbat:V, BH:PM
Arthur Denholm	FB	arthurdenholmg5,cardbackcrypt	Vampire	Malkavian	5	5	obf AUS DEM			Camarilla.	KoT:V/A1, FB:PM1
Asguresh	HttB	asgureshg5,cardbackcrypt	Vampire	Nagaraja	5	6	aus CEL NEC			Independent: During a combat, Asguresh can cancel a combat card played by the opposing minion as it is played, and its cost is not paid. Scarce.	HttB:U/A2
Ash Harrison	SoC	ashharrisong5,cardbackcrypt	Vampire	Tremere antitribu	5	7	cel dom AUS THA			Sabbat. Black Hand: Once each round, if the range is long, Ash may strike for 1R aggravated damage.	SoC:V
Ashlesha	Promo	ashleshag2,cardbackcrypt	Vampire	Ravnos	2	3	aus chi			Independent.	Promo-20210701
Ashley	V5	ashleyg6,cardbackcrypt	Vampire	Malkavian	6	3	dom obf			Camarilla.	V5:PM1
Asmin Kobane	V5A	asminkobaneg6,cardbackcrypt	Vampire	Banu Haqim	6	5	dom obf tha CEL			Camarilla.	V5A:PBh1
Assad Salhoum	Gehenna	assadsalhoumg4,cardbackcrypt	Vampire	Malkavian	4	5	aus dem dom obf			Camarilla: When Assad successfully blocks, he gains 1 blood from the blood bank (before combat begins, if any).	Gehenna:U
Astrid Thomas	Tenth	astridthomasg1,cardbackcrypt	Vampire	Tremere	1	7	aus pot DOM THA			Camarilla primogen: When results are tallied during a referendum, any Tremere who are not abstaining cast votes and ballots with Astrid (unless Astrid abstains).	Jyhad:V, VTES:V, Tenth:A
Atiena	V5A	atienag6,cardbackcrypt	Vampire	Brujah	6	6	obf pot pre CEL			Anarch Baron of Mombasa.	V5A:PB2
Augustus Giovanni	FN	augustusgiovannig2,cardbackcrypt	Vampire	Giovanni	2	11	cel pre AUS DOM NEC POT			Independent. 2 votes (titled): If a vampire you control has been burned since your last turn, Augustus can move that vampire from your ash heap to the ready region (with no blood) as an action that costs 1 pool. +1 bleed.	FN:R, POD:DTC
Aunt Linda	V5	auntlindag6,cardbackcrypt	Vampire	Nosferatu	6	4	obf POT			Camarilla.	V5:PN1
Aurora Van Brande, Paladin	SW	auroravanbrandepalading2,cardbackcrypt	Vampire	Lasombra	2	6	dom for pot OBT			Sabbat: Aurora can strike: 1R damage.	Sabbat:V, SW:PL, POD:DTC
Axel Von Anders	Third	axelvonandersg4,cardbackcrypt	Vampire	Brujah antitribu	4	5	cel obf pot PRE			Sabbat.	Third:V
Ayelea, The Manipulator	BH	ayeleathemanipulatorg2,cardbackcrypt	Vampire	Tremere antitribu	2	10	pre AUS DOM OBT THA			Sabbat cardinal: Ayelea may give you control of a Tremere antitribu until the end of your next turn as a (D) action.	Sabbat:V, BH:PTr
Ayelech	NB	ayelechg6,cardbackcrypt	Vampire	Tremere	6	7	AUS DOM THA			Camarilla Prince of Addis Ababa.	V5:PTr2, NB:PTr1
Ayo Igoli	LoB	ayoigolig4,cardbackcrypt	Vampire	Ishtarri	4	10	obf tha AUS CEL FOR PRE			Laibon: Ayo gets an additional vote for each ready titled vampire you control. You may use a discard phase action to move 2 blood from Ayo to a Laibon in your uncontrolled region.	LoB:U
Ayse Dhanial	FoL	aysedhanialg6,cardbackcrypt	Vampire	Tremere	6	4	aus dom tha			Camarilla: If Ayse is ready, you can use a discard phase action to add 1 blood to her.	FoL:2
Azaneal	KMW	azanealg4,cardbackcrypt	Vampire	Baali	4	7	pre tha DAI OBF OBT			Independent: Actions to put vampires in play cost Azaneal 1 less blood or pool. Infernal.	KMW:U/PB
Aziz, Dammar of Istanbul	FN	azizdammarofistanbulg2,cardbackcrypt	Vampire	Banu Haqim	2	10	ser CEL OBF PRE QUI			Independent. 2 votes (titled): Put 1 status counter on Aziz after a vampire opposing him is burned in combat. He gets +1 vote for each status counter on him. Blood cursed. +1 strength.	FN:U2, POD:DTC
Azrael	HttB	azraelg6,cardbackcrypt	Vampire	Salubri antitribu	6	5	for AUS VAL			Sabbat: Azrael can move 1 of the blood he would gain from a hunt to another vampire you control instead. He cannot press to end combat.	HttB:U/B2
Baba Yaga, the Iron Hag	Promo	babayagatheironhagg5,cardbackcrypt	Vampire	Nosferatu	5	11	ANI AUS FOR OBF POT THA			Independent: Once each turn, Baba Yaga can unlock when she successfully recruits an ally or employs a retainer. Once each round, she can burn 1 blood to make the damage from her hand strikes aggravated that round. +1 strength. +1 bleed.	Promo-20150221
Babalawo Alafin	LoB	babalawoalafing4,cardbackcrypt	Vampire	Harbinger of Skulls	4	7	ani AUS FOR NEC			Laibon: During your unlock phase, if Alafin is ready, you may discard two cards (draw afterward). If the two cards are the same, each other Methuselah's hand size is one card smaller until his or her next unlock phase.	LoB:U
Badger	Tenth	badgerg1,cardbackcrypt	Vampire	Gangrel	1	6	ani pot FOR PRO			Camarilla.	Jyhad:V, VTES:V, Tenth:B
Badr al-Budur	FN	badralbudurg2,cardbackcrypt	Vampire	Banu Haqim	2	5	cel dom qui OBF			Independent: Blood cursed.	FN:U2, POD:DTC
Badr, Shadow of Granada	Anthology	badrshadowofgranadag5,cardbackcrypt	Vampire	Lasombra	5	7	DOM OBT POT			Independent: Cards requiring Obtenebration [obt] cost Badr 1 fewer blood.	DM:C/2, Anthology:1
Baixinho	V5	baixinhog6,cardbackcrypt	Vampire	Nosferatu	6	3	ani obf			Camarilla.	V5:PN1
Bajazet al-Nasir	FN	bajazetalnasirg2,cardbackcrypt	Vampire	Banu Haqim	2	8	cel for pre OBF QUI			Independent: Once each combat, Bajazet can burn 1 blood to make the damage from his hand strikes aggravated for the current round. Blood cursed.	FN:U2, POD:DTC
Bakr	LotN	bakrg5,cardbackcrypt	Vampire	Banu Haqim	5	8	dem pro CEL OBF QUI			Independent: Bakr can enter combat with a minion as a +1 stealth action that costs 1 blood. Blood cursed.	LotN:U, POD:DTC
Baldesar Rossellini	Gehenna	baldesarrossellinig4,cardbackcrypt	Vampire	Giovanni	4	8	aus for nec DOM POT			Independent: Once each turn, if Baldesar is ready, he can reduce the cost of a location or of an equipment you play by 1 blood or pool. +1 strength.	Gehenna:U, POD:DTC
Banjoko	BH	banjokog3,cardbackcrypt	Vampire	Lasombra	3	5	obt pot DOM			Sabbat: Black Hand. Seraph.	BH:U2, POD:DTC
Barbaro Lucchese	Promo	barbaroluccheseg3,cardbackcrypt	Vampire	Baali	3	5	dai obf pre tha			Independent: Barbaro may place a taint counter on a minion as a +1 stealth (D) action. If a minion has 2 taint counters, burn those counters to make the minion infernal. Barbaro may change his clan to Tremere antitribu as +1 stealth action. Infernal.	Promo-20041015
Baron Dieudonne	KoT	barondieudonneg4,cardbackcrypt	Vampire	Nosferatu	4	9	ANI OBF POT PRO			Camarilla Prince of Brussels: During your minion phase, Dieudonne can burn 1 blood to unlock after performing a successful action.	KoT:V/A2
Baron, The	BL	barontheg2,cardbackcrypt	Vampire	Samedi	2	9	dom FOR NEC OBF THN			Independent: The Baron has 2 votes (titled). During your unlock phase, if The Baron is ready, you may look at the hand of each Methuselah who controls a ready Giovanni. +1 bleed.	Promo-20011201, BL:U1
Baroque	HttB	baroqueg5,cardbackcrypt	Vampire	Samedi	5	7	aus for obf NEC THN			Independent: Baroque can enter combat with a younger vampire who is not Giovanni or Nosferatu as a (D) action.	HttB:U/A2/PSam2
Barry	BL	barryg2,cardbackcrypt	Vampire	Blood Brother	2	5	ani for pot san vic			Sabbat. Chicago Circle: Barry gets +1 strength when in combat with an ally or a younger vampire. Sterile.	BL:U1
Barth	BSC	barthg3,cardbackcrypt	Vampire	Toreador	3	5	aus cel PRE			Camarilla: Vampires of capacity 3 or less controlled by your prey or predator get -1 stealth when Barth is ready and unlocked.	CE:V/PTo, BSC:X
Bartholomew	BL	bartholomewg2,cardbackcrypt	Vampire	Kiasyd	2	8	dom obt AUS MYT NEC			Sabbat: If Bartholomew is unlocked at the beginning of your turn, you gain 1 pool from the blood bank.	BL:U2
Basil	SW	basilg2,cardbackcrypt	Vampire	Pander	2	1	obf			Sabbat: Any older vampire gets +1 strength when in combat with Basil.	Sabbat:V, SW:U
Basilia	Tenth	basiliag1,cardbackcrypt	Vampire	Gangrel	1	10	obf pot ANI FOR PRO			Camarilla primogen: Damage from Basilia's hand strikes is aggravated.	Jyhad:V, VTES:V, Tenth:B
Basir	KMW	basirg4,cardbackcrypt	Vampire	Banu Haqim	4	1	qui			Independent: Basir gains 1 blood after you use a master phase action to put a master Discipline card on him. He cannot block or play reaction cards. Blood cursed.	KMW:U, POD:DTC
Batsheva	LoB	batshevag4,cardbackcrypt	Vampire	Guruhi	4	6	obt pot ANI PRE			Laibon: Batsheva gets +1 strength in combat with a Tzimisce.	LoB:PG2
Batsheva (ADV)	EK	batshevag4adv,cardbackcrypt	Vampire	Guruhi	4	6	obt pot ANI PRE			Advanced, Laibon: Batsheva gets +1 strength in combat with a Malkavian. [MERGED] +1 strength (in addition to her bonus against Malkavian and Tzimisce).	EK:U
Bear Paw	Tenth	bearpawg1,cardbackcrypt	Vampire	Gangrel	1	5	for pre pro ANI			Camarilla.	Jyhad:V, VTES:V, Tenth:B
Beast, The Leatherface of Detroit	BH	beasttheleatherfaceofdetroitg2,cardbackcrypt	Vampire	Nosferatu antitribu	2	7	ani cel OBF POT			Sabbat: Beast cannot play action cards. He cannot have or use equipment or retainers. Beast may enter combat with any ready minion controlled by another Methuselah as a (D) action. +1 strength.	Sabbat:V, SW:U, BH:PN
Beatrice "Oracle171" Tremblay	NoR	beatriceoracle171tremblayg4,cardbackcrypt	Imbued	Innocent	4	3	inn ven			During your unlock phase, another ready imbued you control takes 1 unpreventable damage. +1 bleed.	NoR:U
Beatrice L'Angou	BL	beatricelangoug2,cardbackcrypt	Vampire	Kiasyd	2	5	aus dom nec MYT			Sabbat.	BL:U2
Beauregard Krueller	Third	beauregardkruellerg4,cardbackcrypt	Vampire	Malkavian antitribu	4	4	aus dem obf			Sabbat.	Third:PM2/SKM1
Beckett	Anarchs	beckettg3,cardbackcrypt	Vampire	Gangrel	3	7	cel ANI FOR PRO			Independent: Beckett can allow you to draw 3 cards from your library as a +1 stealth action. Discard down to your hand size afterward.	Anarchs:PG
Beckett (ADV)	Gehenna	beckettg3adv,cardbackcrypt	Vampire	Gangrel	3	8	cel tha ANI FOR PRO			Advanced, Independent: While Beckett is ready, you have +X hand size, where X is the number of Gehenna cards in play. If Beckett leaves the ready region, discard your hand.	Gehenna:U
Beetleman	FB	beetlemang4,cardbackcrypt	Vampire	Nosferatu	4	4	obf ANI			Camarilla.	KoT:V/A1, FB:PN1
Bela	FB	belag5,cardbackcrypt	Vampire	Malkavian	5	3	ani obf pro DEM			Independent: Bela cannot take political actions. -1 stealth.	KoT:V/A1, FB:PM1
Bela Kardoza	Third	belakardozag4,cardbackcrypt	Vampire	Brujah antitribu	4	10	ani dom CEL POT PRE VIC			Sabbat: During a referendum, Bela may burn X blood to get X additional votes.	Third:V
Belinde	V5	belindeg6,cardbackcrypt	Vampire	Nosferatu	6	6	ani aus pot OBF			Camarilla Prince of Copenhagen.	V5:PN2
Belle Equitone	LotN	belleequitoneg4,cardbackcrypt	Vampire	Ministry	4	2	ser			Independent.	LotN:PS2, POD:DTC
Benedict Giovanni, Agent	KMW	benedictgiovanniagentg4,cardbackcrypt	Vampire	Giovanni	4	6	cel dom nec FOR POT			Independent: During your unlock phase, any Giovanni older than the oldest ready Giovanni you control can burn 1 blood to steal Benedict. He cannot block undirected actions.	KMW:PAl, POD:DTC
Benedito, a Lanterna	Promo	beneditoalanternag6,cardbackcrypt	Vampire	Nosferatu	6	6	ani aus obf POT			Anarch Baron of Fortaleza.	Promo-20190601, Promo-20200511
Benjamin Rose	FB	benjaminroseg5,cardbackcrypt	Vampire	Nosferatu	5	7	ani pot AUS OBF			Camarilla Prince of Washington, D.C.: Benjamin can call a referendum to give you +1 hand size until the end of the game as a +1 stealth political action.	KoT:V/A1, FB:PN1
Bernard, the Scourge	KoT	bernardthescourgeg4,cardbackcrypt	Vampire	Gangrel	4	5	ani for pre pro			Camarilla: Bernard can call a blood hunt on a vampire with capacity 4 or less as a +1 stealth political action.	KoT:V/A1
Bertrand d'Anjou	LotN	bertranddanjoug4,cardbackcrypt	Vampire	Banu Haqim	4	4	aus cel qui			Independent: Blood cursed.	LotN:PA2, POD:DTC
Beth Malcolm	KoT	bethmalcolmg5,cardbackcrypt	Vampire	Ventrue	5	6	ani FOR PRE			Camarilla: +1 bleed.	KoT:V/B1
Bethany Ray	KoT	bethanyrayg5,cardbackcrypt	Vampire	Toreador	5	4	aus PRE			Camarilla: Toreador and Toreador antitribu get +1 bleed against you.	KoT:V/B2
Bez Dunsirn	TU	bezdunsirng6,cardbackcrypt	Vampire	Giovanni	6	2	POT			Independent: After Bez leaves the ready region, discard 2 cards at random.	TU:C/B2
Bianca	Tenth	biancag1,cardbackcrypt	Vampire	Brujah	1	6	pot pre CEL			Camarilla: +1 strength.	Jyhad:V, VTES:V, Tenth:B
Bijou	V5A	bijoug6,cardbackcrypt	Vampire	Banu Haqim	6	3	cel tha			Camarilla.	V5A:PBh1
Bill Butler	Third	billbutlerg4,cardbackcrypt	Vampire	Gangrel antitribu	4	3	pot pro			Sabbat.	Third:V
Billy	SW	billyg2,cardbackcrypt	Vampire	Ventrue antitribu	2	5	dom for AUS			Sabbat.	Sabbat:V, SW:U
Bindusara, Historian of the Kindred	CE	bindusarahistorianofthekindredg2,cardbackcrypt	Vampire	Ventrue	2	9	tha AUS DOM FOR PRE			Camarilla: Bindusara can take an action to allow you to search your library for an Arcane Library, Elder Library or Fragment of the Book of Nod and put that card in play. (Pay cost as normal.) Shuffle your library afterward. +1 bleed.	AH:V3, CE:PV
Bituin	Promo	bituing6,cardbackcrypt	Vampire	Tremere	6	6	ani cel dom THA			Anarch Baron of Manila.	Promo-20191027, Promo-20200511
Black Annis	KMW	blackannisg4,cardbackcrypt	Vampire	Nosferatu antitribu	4	9	ani pro OBF POT			Sabbat: Black Annis can enter combat with any minion controlled by your predator or prey as a (D) action. Other non-hunt actions cost her an additional blood. +1 strength. +1 stealth.	KMW:U
Black Cat	Tenth	blackcatg1,cardbackcrypt	Vampire	Brujah	1	5	pot pre CEL			Camarilla: Equipment costs Black Cat 1 less pool (but never less than 0 pool).	Jyhad:V, VTES:V, Tenth:A
Black Lotus	KMW	blacklotusg4,cardbackcrypt	Vampire	Ministry	4	5	aus obf ser DOM			Sabbat.	KMW:U, POD:DTC
Black Wallace	HttB	blackwallaceg4,cardbackcrypt	Vampire	Lasombra	4	6	obt tha DOM POT			Sabbat.	KMW:U, HttB:PKia, POD:DTC
Blackhorse Tanner	BH	blackhorsetannerg3,cardbackcrypt	Vampire	Ventrue antitribu	3	7	AUS DOM FOR			Sabbat. Black Hand: Once each turn, when you draw a card from your library, you may place that card on the bottom of your library and draw a new card.	BH:U2
Blaise	SW	blaiseg2,cardbackcrypt	Vampire	Gangrel antitribu	2	7	obf vic ANI CEL			Sabbat: +1 strength.	Sabbat:V, SW:U
Blanche Hill	BL	blanchehillg2,cardbackcrypt	Vampire	Salubri	2	6	aus FOR OBE			Independent: Once per turn, when Blanche successfully hunts, unlock her at the end of the action. Scarce.	BL:R2
Blister	Third	blisterg4,cardbackcrypt	Vampire	Nosferatu antitribu	4	3	obf pot			Sabbat.	Third:V
